规则序号,judgment_result,IFC实体组,
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILM"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217572 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILQ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217576 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILa"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217558 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILg"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217560 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILi"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217566 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILk"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217564 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIML"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217383 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIMN"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217381 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIMP"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217387 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIMT"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217391 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIN2"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217456 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKING"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217442 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKINI"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217440 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKINM"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217444 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKINQ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217448 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKINS"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217454 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKINe"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217434 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKINi"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217438 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKINk"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217436 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQH"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217635 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQJ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217633 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQL"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217639 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQN"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217637 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQR"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217641 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQb"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217623 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIQf"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217627 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJao"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216448 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJem"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216706 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJh1"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216691 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJi3"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217009 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJi5"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217015 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJi9"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217019 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJiB"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217017 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJiN"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216997 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJiP"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217003 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJiR"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217001 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJiT"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217007 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJj0"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217074 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJj2"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217072 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJj6"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217076 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJj8"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217082 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJjG"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217058 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJjK"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217062 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJjM"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217060 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJjQ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217064 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJjU"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217068 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJk_"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216844 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJlP"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216939 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKJls"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216900 (IfcColumn)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1WH"", ""type"": ""热轧H型钢:HW400x400x13x21:218196 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1Wb"", ""type"": ""热轧H型钢:HW400x400x13x21:218208 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1Wl"", ""type"": ""热轧H型钢:HW400x400x13x21:218218 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1Wn"", ""type"": ""热轧H型钢:HW400x400x13x21:218228 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1YD"", ""type"": ""热轧H型钢:HW400x400x13x21:218312 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1ZB"", ""type"": ""热轧H型钢:HW400x400x13x21:218254 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1Zt"", ""type"": ""热轧H型钢:HW400x400x13x21:218290 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1a5"", ""type"": ""热轧H型钢:HW400x400x13x21:218432 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1aF"", ""type"": ""热轧H型钢:HW400x400x13x21:218442 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1aH"", ""type"": ""热轧H型钢:HW400x400x13x21:218452 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1at"", ""type"": ""热轧H型钢:HW400x400x13x21:218482 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1b7"", ""type"": ""热轧H型钢:HW400x400x13x21:218370 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1bV"", ""type"": ""热轧H型钢:HW400x400x13x21:218394 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1dr"", ""type"": ""热轧H型钢:HW400x400x13x21:218544 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1e3"", ""type"": ""热轧H型钢:HW400x400x13x21:218694 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1eL"", ""type"": ""热轧H型钢:HW400x400x13x21:218704 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1ej"", ""type"": ""热轧H型钢:HW400x400x13x21:218728 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1gU"", ""type"": ""热轧H型钢:HW400x400x13x21:218843 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1ha"", ""type"": ""热轧H型钢:HW400x400x13x21:218785 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1jC"", ""type"": ""热轧H型钢:HW400x400x13x21:218889 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1j_"", ""type"": ""热轧H型钢:HW400x400x13x21:218939 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1l0"", ""type"": ""热轧H型钢:HW400x400x13x21:219013 (IfcBeam)""}]",
29,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1lz"", ""type"": ""热轧H型钢:HW400x400x13x21:219064 (IfcBeam)""}]",
45,不合规,"[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""1wXU_jTED61P7ZYfArwKmy"", ""type"": ""13 (IfcSpace)""}, {""guid"": ""26bv8NXWT6ZffBljVe3EEW"", ""type"": ""单嵌板玻璃门 1:900 x 2100mm:244061 (IfcDoor)""}, {""guid"": ""26bv8NXWT6ZffBljVe3ELX"", ""type"": ""单嵌板玻璃门 1:900 x 2100mm:245660 (IfcDoor)""}]",
30,"合规","[{""guid"": ""2WoqTfK6H4ixXkt521zOtT"", ""type"": ""楼板:常规 - 120mm 2:219105 (IfcSlab)""}]",
